id,target
250,0.72757894
251,0.5075486
252,0.5966099
253,0.7504721
254,0.7065994
255,0.557656
256,0.4903711
257,0.45868093
258,0.59736663
259,0.59864116
260,0.5931376
261,0.3293427
262,0.5949136
263,0.6038974
264,0.17954695
265,0.7021494
266,0.47578865
267,0.36718962
268,0.41494992
269,0.22947869
270,0.50112504
271,0.6984317
272,0.36064866
273,0.21761088
274,0.517471
275,0.52608484
276,0.52313197
277,0.5869711
278,0.67399484
279,0.6794595
280,0.42698628
281,0.6131045
282,0.35961598
283,0.37554
284,0.788093
285,0.36281946
286,0.77931637
287,0.38661948
288,0.7944404
289,0.74349624
290,0.7993743
291,0.6754297
292,0.48368862
293,0.6764893
294,0.5971338
295,0.7133893
296,0.58487827
297,0.5014012
298,0.6029139
299,0.58147997
300,0.5491362
301,0.544349
302,0.6805339
303,0.74365985
304,0.4763502
305,0.7311878
306,0.73827934
307,0.6723117
308,0.6367333
309,0.41507313
310,0.59888214
311,0.529793
312,0.609405
313,0.59983426
314,0.46835515
315,0.35363948
316,0.6609438
317,0.6580978
318,0.34848717
319,0.7285536
320,0.519578
321,0.32059267
322,0.3830425
323,0.73053014
324,0.5492641
325,0.57265455
326,0.5164688
327,0.38800874
328,0.6126645
329,0.5258009
330,0.41738048
331,0.4878185
332,0.4232346
333,0.58783907
334,0.7225751
335,0.48362193
336,0.60113764
337,0.3652794
338,0.43625537
339,0.3734356
340,0.64622945
341,0.4022023
342,0.6502127
343,0.57218325
344,0.39905676
345,0.68890417
346,0.5385119
347,0.6756796
348,0.6736087
349,0.5196893
350,0.49706852
351,0.49697098
352,0.5694867
353,0.6556114
354,0.36809304
355,0.7481631
356,0.58463967
357,0.67235935
358,0.38944623
359,0.58500034
360,0.7905188
361,0.45640972
362,0.37880123
363,0.7040322
364,0.6664076
365,0.33036214
366,0.44577292
367,0.38469356
368,0.41662368
369,0.73440766
370,0.6743705
371,0.53359294
372,0.3992234
373,0.52800757
374,0.6038706
375,0.78258085
376,0.35659245
377,0.63541
378,0.5918756
379,0.56113243
380,0.5133023
381,0.7310472
382,0.72882247
383,0.5905971
384,0.536619
385,0.6857829
386,0.5249707
387,0.5408671
388,0.43651888
389,0.49690047
390,0.617629
391,0.41670114
392,0.4243839
393,0.26053193
394,0.46304947
395,0.60416985
396,0.27731547
397,0.70673645
398,0.66556066
399,0.55902374
400,0.5905422
401,0.5225355
402,0.4328647
403,0.69562435
404,0.30353653
405,0.7992352
406,0.5945331
407,0.2583175
408,0.50489354
409,0.7884593
410,0.67507887
411,0.38261753
412,0.7378915
413,0.6568298
414,0.6899427
415,0.6710373
416,0.40304482
417,0.6677443
418,0.6172917
419,0.5747528
420,0.5343747
421,0.39365524
422,0.5833432
423,0.8390716
424,0.6145405
425,0.4694309
426,0.3641971
427,0.6978996
428,0.74795675
429,0.53715956
430,0.6128594
431,0.5019387
432,0.6751668
433,0.45163903
434,0.74902946
435,0.53219795
436,0.6319359
437,0.24146655
438,0.668539
439,0.7123775
440,0.76802295
441,0.5910495
442,0.6776589
443,0.6079477
444,0.78093755
445,0.48048759
446,0.69311726
447,0.4344999
448,0.65881497
449,0.6548349
450,0.43717375
451,0.61223084
452,0.5891127
453,0.5245761
454,0.52311754
455,0.69327915
456,0.58460236
457,0.35749203
458,0.66360366
459,0.62615997
460,0.6220441
461,0.31995863
462,0.35835463
463,0.34987077
464,0.7391352
465,0.7683049
466,0.53821117
467,0.36557943
468,0.75374883
469,0.48671934
470,0.52636635
471,0.44445753
472,0.49301738
473,0.5930368
474,0.68394196
475,0.5031947
476,0.6254309
477,0.65149903
478,0.8323218
479,0.6598173
480,0.5854062
481,0.56896275
482,0.7404931
483,0.5212757
484,0.66385084
485,0.37301126
486,0.50078505
487,0.35704866
488,0.49497396
489,0.7890019
490,0.44554532
491,0.42784715
492,0.43669882
493,0.53568834
494,0.53266186
495,0.52126855
496,0.24049453
497,0.38752657
498,0.7010989
499,0.2950848
500,0.74273413
501,0.5241833
502,0.7324028
503,0.50580484
504,0.6587056
505,0.832328
506,0.48924708
507,0.5752041
508,0.74209076
509,0.588732
510,0.55150354
511,0.6059281
512,0.4500412
513,0.67351013
514,0.4518503
515,0.33029538
516,0.5126113
517,0.65954334
518,0.7337096
519,0.64330804
520,0.5810655
521,0.68358254
522,0.67171675
523,0.44274384
524,0.5817321
525,0.45249346
526,0.5942557
527,0.63744676
528,0.30362213
529,0.7508218
530,0.73175484
531,0.7411189
532,0.43662396
533,0.5240164
534,0.465114
535,0.68025583
536,0.51043284
537,0.6729846
538,0.31190753
539,0.7068654
540,0.7313571
541,0.26138064
542,0.5887785
543,0.73466015
544,0.52495337
545,0.6405778
546,0.6172944
547,0.53078234
548,0.79779845
549,0.3824023
550,0.653665
551,0.6885505
552,0.5876861
553,0.4710208
554,0.4538509
555,0.28516316
556,0.7924673
557,0.456369
558,0.40734464
559,0.43541873
560,0.3188388
561,0.4624906
562,0.45255396
563,0.79164636
564,0.52791005
565,0.73830783
566,0.60188866
567,0.59768486
568,0.6775863
569,0.3366303
570,0.70609707
571,0.64874214
572,0.67275405
573,0.58817154
574,0.5177346
575,0.7390254
576,0.3861752
577,0.3734154
578,0.681163
579,0.66481006
580,0.7370468
581,0.5942908
582,0.5904837
583,0.5170589
584,0.6818534
585,0.46228775
586,0.73798233
587,0.6111407
588,0.37362257
589,0.4494558
590,0.7928292
591,0.56166995
592,0.597537
593,0.6252704
594,0.78272295
595,0.62273806
596,0.40446338
597,0.67196953
598,0.5737586
599,0.47591537
600,0.3322241
601,0.6478706
602,0.6457004
603,0.61211896
604,0.46012345
605,0.64358824
606,0.62327445
607,0.58496064
608,0.61078984
609,0.6426911
610,0.79561937
611,0.3240786
612,0.6253662
613,0.51798964
614,0.53245234
615,0.47747254
616,0.70582914
617,0.44258186
618,0.37289643
619,0.6887377
620,0.46065405
621,0.33451885
622,0.5118706
623,0.6638565
624,0.23803477
625,0.7960067
626,0.34977278
627,0.6510029
628,0.27222982
629,0.6786517
630,0.45226374
631,0.7461077
632,0.6899334
633,0.4137777
634,0.45762306
635,0.5243726
636,0.5149097
637,0.78059244
638,0.55435944
639,0.35959202
640,0.624206
641,0.5932673
642,0.55484945
643,0.48284626
644,0.36631757
645,0.5294681
646,0.44722584
647,0.55185336
648,0.4395876
649,0.29309252
650,0.61068016
651,0.29616895
652,0.5400809
653,0.5334759
654,0.60038215
655,0.38820434
656,0.6021798
657,0.5013645
658,0.3849609
659,0.35979074
660,0.6666825
661,0.39519945
662,0.28949034
663,0.22897822
664,0.66851544
665,0.43032923
666,0.81503433
667,0.6471502
668,0.44772243
669,0.41178608
670,0.6618229
671,0.44059703
672,0.5801817
673,0.74592185
674,0.3762654
675,0.4010257
676,0.50250334
677,0.4678698
678,0.5915498
679,0.6532455
680,0.5335819
681,0.5626287
682,0.4558603
683,0.4361018
684,0.4768535
685,0.6163662
686,0.5860376
687,0.5689978
688,0.42468873
689,0.6032597
690,0.47151232
691,0.53394234
692,0.68917185
693,0.595925
694,0.55826813
695,0.72683835
696,0.4547157
697,0.5184437
698,0.51035553
699,0.3544015
700,0.45365167
701,0.52430195
702,0.7506697
703,0.40518913
704,0.6298802
705,0.66211504
706,0.37042174
707,0.5610315
708,0.45763257
709,0.6136169
710,0.7450584
711,0.64681435
712,0.68529874
713,0.6721329
714,0.68186104
715,0.5359555
716,0.53714234
717,0.5137497
718,0.5352592
719,0.59476227
720,0.65065515
721,0.53487504
722,0.6662182
723,0.5805993
724,0.59123296
725,0.4546056
726,0.7094808
727,0.7953392
728,0.5861207
729,0.51817685
