id,target
250,0.6263525549684856
251,0.4260028178266648
252,0.6479289055840615
253,0.8299225284586802
254,0.26781944072054836
255,0.3267434543620569
256,0.4730488918705468
257,0.35369288885094885
258,0.7847651932546733
259,0.5134729996079345
260,0.40296728476813026
261,0.2548997462464187
262,0.13936625802792535
263,0.9958030462827429
264,0.36795654107468045
265,0.7977713074697492
266,0.6064315970544869
267,1.0275997506638337
268,0.5140423200509331
269,0.4553889772914578
270,0.6585857621941048
271,1.0221641167203086
272,0.44524125631430467
273,0.619250240551226
274,0.6634210590750435
275,0.8042493842563854
276,-0.2571136407948217
277,0.7729625854559345
278,0.7928097447776083
279,0.5677235647633693
280,0.42280191077118817
281,0.45265987225502724
282,0.39505377408811254
283,0.21502560631902096
284,0.6720571171621917
285,0.4543545488989024
286,0.28349942026680397
287,0.7313813676931874
288,0.5805986680116917
289,1.0631608455284183
290,0.42919070106813806
291,0.2920286434327417
292,0.7451909848040446
293,0.4957122679368265
294,0.690751079082923
295,0.7999903939681522
296,0.7072999752117448
297,0.7524653706904372
298,0.6988303356519331
299,0.4668528173262254
300,0.47736681618698285
301,0.6778066787870759
302,0.7915095950921108
303,0.8625767972992824
304,0.8882685375781525
305,0.527251224546224
306,1.2442041053138073
307,0.7600637505982825
308,0.6574297615410977
309,0.15341664206652067
310,0.9961370729674031
311,1.0981411689917828
312,0.8157079559881707
313,0.9143878420950213
314,-0.02201150337138824
315,0.15130682241185567
316,0.9625204465132966
317,0.6926399644603949
318,0.08366373532580546
319,0.6971898317760936
320,0.6392413944377432
321,0.3472103882272618
322,0.44513889496089676
323,0.5886453923417786
324,0.9600097622638505
325,0.4193208837566308
326,0.42029444398950416
327,0.6065631557917843
328,0.5149590981705128
329,0.539838694934274
330,0.23674298993801246
331,0.22192933485823912
332,0.13329430391815061
333,0.16056876940429277
334,0.9496570739870334
335,0.7149869986740243
336,0.20929146255494568
337,0.6412307688548162
338,0.43486990246039064
339,0.21611869473148165
340,0.52096568149895
341,0.4651828274814921
342,0.6144627312144956
343,0.8638046749183617
344,0.711816294446093
345,0.5524619912486983
346,0.4545777641443851
347,0.41812736168820774
348,0.8874953410921224
349,0.8851892673271109
350,0.7012366539801292
351,0.834120677374762
352,0.38198804208050885
353,0.13188948998852518
354,0.9810030878516085
355,0.47743755823841094
356,-0.13820158878515565
357,0.16424519488984646
358,0.7997492543534055
359,0.6954408318406556
360,0.8683673135834237
361,0.5429848709730574
362,0.0031586032810894116
363,0.9544547717423897
364,0.6932769248395114
365,-0.09615194207902955
366,0.574868881448114
367,0.8785311140427043
368,0.29822291639641607
369,0.6999881376102506
370,0.4465232659690038
371,0.9972211404388143
372,0.12274480726681758
373,0.5457132037622316
374,0.7251958526092961
375,0.7645158365043131
376,0.3484951630454893
377,0.4968457888187737
378,0.6507652303672884
379,0.087985990264284
380,0.46088074130971235
381,1.1422495611815233
382,0.8479994733315716
383,0.6646156651462836
384,0.38562752500428354
385,0.6092385763963605
386,1.1017777266860769
387,0.6808801469306724
388,-0.16179287776624152
389,-0.09330109751080862
390,0.7852445252760903
391,0.28026947219204645
392,0.593268634303187
393,0.2676493954162915
394,0.712537621592589
395,0.898388434970286
396,0.5292264622792083
397,0.538433318127604
398,0.6651864152896315
