id,target
250,0.6999526772876257
251,0.4192901102607783
252,0.8101078217396703
253,0.8728383223171804
254,0.2327104389127194
255,0.1845573990740279
256,0.36279624328757687
257,0.24907328024843844
258,0.8654270065003744
259,0.471295786679634
260,0.44710220766689346
261,0.1886466979607512
262,0.14608235669732608
263,0.9575713986435929
264,0.2895429954463809
265,0.8823497181214869
266,0.5783979151262878
267,0.9604289425106328
268,0.5361061239460633
269,0.3294541513922893
270,0.7075851661289039
271,0.9485261418045129
272,0.47786363676477883
273,0.653914908281443
274,0.671535017774908
275,0.8485478090244792
276,0.006947431517264566
277,0.8712545234712881
278,0.8834494872630978
279,0.6388336070816937
280,0.3127988386280912
281,0.3223284710601546
282,0.32986951243882623
283,0.10298900494006254
284,0.7328405567249369
285,0.49905266796553077
286,0.3062501727563173
287,0.79409785985769
288,0.7174907886063027
289,0.9715883603263316
290,0.43461358223668245
291,0.1941744720595897
292,0.8503306675722261
293,0.5528503786471602
294,0.7133759732956423
295,0.9237558691015157
296,0.7938532451322391
297,0.8656824809244704
298,0.7835862584658466
299,0.3137004256081333
300,0.500237933957123
301,0.6960036714298208
302,0.895222870904024
303,0.9001270705103634
304,0.9223352591826757
305,0.47421981822626247
306,0.993735290465837
307,0.8705801971138426
308,0.7309207036275948
309,0.08090718353804055
310,0.940166077506052
311,0.9805456740965316
312,0.9239874269244286
313,0.9459738634624374
314,0.041233701395529856
315,0.0845362806007806
316,0.9606225539329136
317,0.8424331228114348
318,0.05346310812618326
319,0.818187122885333
320,0.7635406262887534
321,0.3058308050729771
322,0.3550616019003712
323,0.7174995529277244
324,0.9374635059497548
325,0.43530405970240416
326,0.32418962833294995
327,0.5994626187468874
328,0.45602583310219913
329,0.6688041631011428
330,0.1322821564120856
331,0.15867489890352576
332,0.08856984962581677
333,0.060107495580536664
334,0.9443153163975362
335,0.8400128703703262
336,0.14581446729524716
337,0.7632711446918314
338,0.539256383443475
339,0.1546560953283486
340,0.4343445960456933
341,0.42936497462026835
342,0.610931451999153
343,0.8977331546950587
344,0.8407847659125696
345,0.6544096836375803
346,0.5756494106911004
347,0.29997452795121277
348,0.8626854529802208
